old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
3.70,3.70,unchanged,1.0,exact_number+difflib,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate. Basement stairs,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate. Basement stairs,,
3.71,3.71,unchanged,1.0,exact_number+difflib,"If a building does not meet the criteria of paragraph 3.28, an escape stair forming part of the only escape route from an upper storey should not continue down to serve a basement storey. The basement storey should be served by a separate escape stair.","If a building does not meet the criteria of paragraph 3.28, an escape stair forming part of the only escape route from an upper storey should not continue down to serve a basement storey. The basement storey should be served by a separate escape stair.",,
3.72,3.72,unchanged,1.0,exact_number+difflib,"Where multiple escape stairs serve the upper storeys, only one needs to end at ground level. Other stairs may connect with the basement storeys if there is a protected lobby or a protected corridor between the stairs and accommodation at each basement level. Stairs serving ancillary accommodation","Where multiple escape stairs serve the upper storeys, only one needs to end at ground level. Other stairs may connect with the basement storeys if there is a protected lobby or a protected corridor between the stairs and accommodation at each basement level. Stairs serving ancillary accommodation",,
3.73,3.73,unchanged,1.0,exact_number+difflib,"Except in buildings described in paragraph 3.28, common stairs forming part of the only escape route from a flat should not serve any of the following. a. Covered car park. b. Boiler room. c. Fuel storage space. d. Other ancillary accommodation of similar fire risk.","Except in buildings described in paragraph 3.28, common stairs forming part of the only escape route from a flat should not serve any of the following. a. Covered car park. b. Boiler room. c. Fuel storage space. d. Other ancillary accommodation of similar fire risk.",,
3.74,3.74,unchanged,1.0,exact_number+difflib,"Where a common stair is not part of the only escape route from a flat, it may also serve ancillary accommodation from which it is separated by a protected lobby or protected corridor (minimum REI 30).","Where a common stair is not part of the only escape route from a flat, it may also serve ancillary accommodation from which it is separated by a protected lobby or protected corridor (minimum REI 30).",,
3.75,3.75,unchanged,1.0,exact_number+difflib,"Where a stair serves an enclosed car park or place of special fire hazard, the lobby or corridor should have a minimum 0.4m2 of permanent ventilation or be protected from the ingress of smoke by a mechanical smoke control system. NOTE: For refuse chutes and storage see paragraphs 3.55 to 3.58. 36 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1 Flats in mixed use buildings","Where a stair serves an enclosed car park or place of special fire hazard, the lobby or corridor should have a minimum 0.4m2 of permanent ventilation or be protected from the ingress of smoke by a mechanical smoke control system. NOTE: For refuse chutes and storage see paragraphs 3.55 to 3.58. 36 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1 Flats in mixed use buildings",,
3.76,3.76,unchanged,1.0,exact_number+difflib,"In buildings with a maximum of three storeys above the ground storey, stairs may serve both flats and other occupancies, provided that the stairs are separated from each occupancy by protected lobbies (minimum REI 30) at each storey.","In buildings with a maximum of three storeys above the ground storey, stairs may serve both flats and other occupancies, provided that the stairs are separated from each occupancy by protected lobbies (minimum REI 30) at each storey.",,
3.77,3.77,unchanged,1.0,exact_number+difflib,"In buildings with more than three storeys above the ground storey, stairs may serve the flats and other occupancies if all of the following apply. a. The flat is ancillary to the main use of the building. b. The flat has an independent alternative escape route. c. The stair is separated from occupancies on lower storeys by a protected lobby (minimum REI 30) at each of those storeys. d. The stair enclosure has at least the same standard of fire resistance as the structural elements of the building (see Appendix B, Table B4); if the stair is a firefighting stair, it should comply with the provisions in Section 15 (see also paragraph 3.60). e. Any automatic fire detection and alarm system fitted in the main part of the building also covers all flats. f. Any security measures in any parts of the building do not prevent escape at all material times. Use of space within protected stairways","In buildings with more than three storeys above the ground storey, stairs may serve the flats and other occupancies if all of the following apply. a. The flat is ancillary to the main use of the building. b. The flat has an independent alternative escape route. c. The stair is separated from occupancies on lower storeys by a protected lobby (minimum REI 30) at each of those storeys. d. The stair enclosure has at least the same standard of fire resistance as the structural elements of the building (see Appendix B, Table B4); if the stair is a firefighting stair, it should comply with the provisions in Section 15 (see also paragraph 3.60). e. Any automatic fire detection and alarm system fitted in the main part of the building also covers all flats. f. Any security measures in any parts of the building do not prevent escape at all material times. Use of space within protected stairways",,
3.78,3.78,unchanged,1.0,exact_number+difflib,"A protected stairway should not be used for anything else, except a lift well or electricity meters. Electricity meter(s) in protected stairways","A protected stairway should not be used for anything else, except a lift well or electricity meters. Electricity meter(s) in protected stairways",,
3.79,3.79,unchanged,1.0,exact_number+difflib,"In single stair buildings, electricity meters should be in securely locked cupboards. Cupboards should be separated from the escape route by fire resisting construction. Gas service and installation pipes in protected stairways","In single stair buildings, electricity meters should be in securely locked cupboards. Cupboards should be separated from the escape route by fire resisting construction. Gas service and installation pipes in protected stairways",,
3.80,3.80,unchanged,1.0,exact_number+difflib,"Gas service and installation pipes and meters should not be within a protected stairway, unless installed in accordance with the Pipelines Safety Regulations 1996 and the Gas Safety (Installation and Use) Regulations 1998. Exits from protected stairways","Gas service and installation pipes and meters should not be within a protected stairway, unless installed in accordance with the Pipelines Safety Regulations 1996 and the Gas Safety (Installation and Use) Regulations 1998. Exits from protected stairways",,
3.81,3.81,unchanged,1.0,exact_number+difflib,"Every protected stairway should lead to a final exit, either directly or via a protected exit passageway. Any protected exit corridor or stair should have the same standard of fire resistance and lobby protection as the stair it serves. Construction of escape stairs","Every protected stairway should lead to a final exit, either directly or via a protected exit passageway. Any protected exit corridor or stair should have the same standard of fire resistance and lobby protection as the stair it serves. Construction of escape stairs",,
3.82,3.82,unchanged,1.0,exact_number+difflib,"The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations. a. If the escape stair is the only stair in a building with more than three storeys. b. If the escape stair is within a basement storey. c. If the escape stair serves any storey that has a floor level more than 18m above ground or access level. d. If the escape stair is an external escape stair, except where the stair connects the ground storey or ground level with a floor or flat roof a maximum of 6m above or below ground level. e. If the escape stair is a firefighting stair. 37 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N Materials achieving class B-s3, d2 or worse may be added to the top horizontal surface, except on firefighting stairs.","The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations. a. If the escape stair is the only stair in a building with more than three storeys. b. If the escape stair is within a basement storey. c. If the escape stair serves any storey that has a floor level more than 18m above ground or access level. d. If the escape stair is an external escape stair, except where the stair connects the ground storey or ground level with a floor or flat roof a maximum of 6m above or below ground level. e. If the escape stair is a firefighting stair. 37 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N Materials achieving class B-s3, d2 or worse may be added to the top horizontal surface, except on firefighting stairs.",,
3.83,3.83,unchanged,1.0,exact_number+difflib,Further guidance on the construction of firefighting stairs is given in Section 15 (see also paragraph 3.60). Dimensional constraints on the design of stairs are given in Approved Document K. Single steps,Further guidance on the construction of firefighting stairs is given in Section 15 (see also paragraph 3.60). Dimensional constraints on the design of stairs are given in Approved Document K. Single steps,,
3.84,3.84,unchanged,1.0,exact_number+difflib,"Single steps on escape routes should be prominently marked. A single step on the line of a doorway is acceptable, subject to paragraph 3.107. Fixed ladders","Single steps on escape routes should be prominently marked. A single step on the line of a doorway is acceptable, subject to paragraph 3.107. Fixed ladders",,
3.85,3.85,unchanged,1.0,exact_number+difflib,"Fixed ladders should not be provided as a means of escape for members of the public. They should only be provided where a conventional stair is impractical, such as for access to plant rooms which are not normally occupied. Helical stairs and spiral stairs","Fixed ladders should not be provided as a means of escape for members of the public. They should only be provided where a conventional stair is impractical, such as for access to plant rooms which are not normally occupied. Helical stairs and spiral stairs",,
3.86,3.86,unchanged,1.0,exact_number+difflib,"Helical stairs and spiral stairs may form part of an escape route provided they are designed in accordance with BS 5395-2. If they are intended to serve members of the public, stairs should be type E (public) stairs. Fire resistance of doors","Helical stairs and spiral stairs may form part of an escape route provided they are designed in accordance with BS 5395-2. If they are intended to serve members of the public, stairs should be type E (public) stairs. Fire resistance of doors",,
3.87,3.87,unchanged,1.0,exact_number+difflib,Fire resistance test criteria are set out in Appendix C. Standards of performance are summarised in Table C1. Fire resistance of glazed elements,Fire resistance test criteria are set out in Appendix C. Standards of performance are summarised in Table C1. Fire resistance of glazed elements,,
3.88,3.88,unchanged,1.0,exact_number+difflib,"If glazed elements in fire resisting enclosures and doors can only meet the required integrity performance, their use is limited. These limitations depend on whether the enclosure forms part of a protected shaft (see Section 7) and the provisions set out in Appendix B, Table B5. If both integrity and insulation performance can be met, there is no restriction in this document on the use or amount of glass.","If glazed elements in fire resisting enclosures and doors can only meet the required integrity performance, their use is limited. These limitations depend on whether the enclosure forms part of a protected shaft (see Section 7) and the provisions set out in Appendix B, Table B5. If both integrity and insulation performance can be met, there is no restriction in this document on the use or amount of glass.",,
3.89,3.89,unchanged,1.0,exact_number+difflib,"Glazed elements should also comply with the following, where necessary. a. If the enclosure forms part of a protected shaft: Section 7. b. Appendix B, Table B5. c. Guidance on the safety of glazing: Approved Document K. Doors on escape routes","Glazed elements should also comply with the following, where necessary. a. If the enclosure forms part of a protected shaft: Section 7. b. Appendix B, Table B5. c. Guidance on the safety of glazing: Approved Document K. Doors on escape routes",,
3.90,3.90,unchanged,1.0,exact_number+difflib,Doors should be readily openable to avoid undue delay to people escaping. Doors on escape routes (both within and from the building) should comply with paragraphs 3.91 to 3.98. Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C. NOTE: Paragraphs 3.91 to 3.98 do not apply to flat entrance doors. Door fastenings,Doors should be readily openable to avoid undue delay to people escaping. Doors on escape routes (both within and from the building) should comply with paragraphs 3.91 to 3.98. Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C. NOTE: Paragraphs 3.91 to 3.98 do not apply to flat entrance doors. Door fastenings,,
3.91,3.91,unchanged,1.0,exact_number+difflib,"In general, doors on escape routes (whether or not the doors are fire doorsets) should be either of the following. a. Not fitted with a lock, latch or bolt fastenings. b. Fitted only with simple fastenings that are all of the following. 38 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1 i. Easy to operate; it should be apparent how to undo the fastening. ii. Operable from the side approached by people escaping. iii. Operable without a key. iv. Operable without requiring people to manipulate more than one mechanism. Doors may be fitted with hardware to allow them to be locked when rooms are empty. If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping.","In general, doors on escape routes (whether or not the doors are fire doorsets) should be either of the following. a. Not fitted with a lock, latch or bolt fastenings. b. Fitted only with simple fastenings that are all of the following. 38 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1 i. Easy to operate; it should be apparent how to undo the fastening. ii. Operable from the side approached by people escaping. iii. Operable without a key. iv. Operable without requiring people to manipulate more than one mechanism. Doors may be fitted with hardware to allow them to be locked when rooms are empty. If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping.",,
3.92,3.92,unchanged,1.0,exact_number+difflib,"Electrically powered locks should return to the unlocked position in all of the following situations. a. If the fire detection and alarm system operates. b. If there is loss of power or system error. c. If the security mechanism override is activated. Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 7273-4. The call point should be positioned on the side approached by people escaping. If the door provides escape in either direction, a call point should be installed on both sides of the door.","Electrically powered locks should return to the unlocked position in all of the following situations. a. If the fire detection and alarm system operates. b. If there is loss of power or system error. c. If the security mechanism override is activated. Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 7273-4. The call point should be positioned on the side approached by people escaping. If the door provides escape in either direction, a call point should be installed on both sides of the door.",,
3.93,3.93,unchanged,1.0,exact_number+difflib,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C. Direction of opening,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C. Direction of opening,,
3.94,3.94,unchanged,1.0,exact_number+difflib,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable. It should always be hung to open in the direction of escape if more than 60 people might be expected to use it during a fire. Amount of opening and effect on associated escape routes,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable. It should always be hung to open in the direction of escape if more than 60 people might be expected to use it during a fire. Amount of opening and effect on associated escape routes,,
3.95,3.95,unchanged,1.0,exact_number+difflib,"All doors on escape routes should be hung to meet both of the following conditions. a. Open by a minimum of 90 degrees. b. Open with a swing that complies with both of the following. i. Is clear of any change of floor level, other than a threshold or single step on the line of the doorway. ii. Does not reduce the effective width of any escape route across a landing.","All doors on escape routes should be hung to meet both of the following conditions. a. Open by a minimum of 90 degrees. b. Open with a swing that complies with both of the following. i. Is clear of any change of floor level, other than a threshold or single step on the line of the doorway. ii. Does not reduce the effective width of any escape route across a landing.",,
3.96,3.96,unchanged,1.0,exact_number+difflib,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width. Vision panels in doors,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width. Vision panels in doors,,
3.97,3.97,unchanged,1.0,exact_number+difflib,"Doors should contain vision panels in both of the following situations. a. Where doors on escape routes divide corridors. b. Where doors are hung to swing both ways. Approved Document M contains guidance about vision panels in doors across accessible corridors and Approved Document K contains guidance about the safety of glazing. 39 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N Revolving and automatic doors","Doors should contain vision panels in both of the following situations. a. Where doors on escape routes divide corridors. b. Where doors are hung to swing both ways. Approved Document M contains guidance about vision panels in doors across accessible corridors and Approved Document K contains guidance about the safety of glazing. 39 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N Revolving and automatic doors",,
3.98,3.98,unchanged,1.0,exact_number+difflib,"Where revolving doors, automatic doors and turnstiles are placed across escape routes they should comply with one of the following. a. They are automatic doors of the required width and comply with one of the following conditions. i. Their failsafe system provides outward opening from any open position. ii. They have a monitored failsafe system to open the doors if the mains electricity supply fails. iii. They failsafe to the open position if the power fails. b. Non-automatic swing doors of the required width are provided immediately adjacent to the revolving or automatic door or turnstile. Lifts Fire protection of lift installations","Where revolving doors, automatic doors and turnstiles are placed across escape routes they should comply with one of the following. a. They are automatic doors of the required width and comply with one of the following conditions. i. Their failsafe system provides outward opening from any open position. ii. They have a monitored failsafe system to open the doors if the mains electricity supply fails. iii. They failsafe to the open position if the power fails. b. Non-automatic swing doors of the required width are provided immediately adjacent to the revolving or automatic door or turnstile. Lifts Fire protection of lift installations",,
3.99,3.99,unchanged,1.0,exact_number+difflib,Lift wells should comply with one of the following conditions. a. Be sited within the enclosures of a protected stairway. b. Be enclosed with fire resisting construction (minimum REI 30) when in a position that might prejudice the means of escape.,Lift wells should comply with one of the following conditions. a. Be sited within the enclosures of a protected stairway. b. Be enclosed with fire resisting construction (minimum REI 30) when in a position that might prejudice the means of escape.,,
3.100,3.100,unchanged,1.0,exact_number+difflib,A lift well connecting different compartments should form a protected shaft (see Section 7).,A lift well connecting different compartments should form a protected shaft (see Section 7).,,
3.101,3.101,unchanged,1.0,exact_number+difflib,"In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30).","In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30).",,
3.102,3.102,unchanged,1.0,exact_number+difflib,"In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway. Otherwise, the lift should be approached only via a protected lobby or protected corridor (minimum REI 30).","In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway. Otherwise, the lift should be approached only via a protected lobby or protected corridor (minimum REI 30).",,
3.103,3.103,unchanged,1.0,exact_number+difflib,"If a lift delivers into a protected corridor or protected lobby serving sleeping accommodation and also serves a storey containing a high fire risk (such as a kitchen, communal areas, stores, etc.) then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).","If a lift delivers into a protected corridor or protected lobby serving sleeping accommodation and also serves a storey containing a high fire risk (such as a kitchen, communal areas, stores, etc.) then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).",,
3.104,3.104,unchanged,1.0,exact_number+difflib,"A lift shaft serving storeys above ground level should not serve any basement, if either of the following applies. a. There is only one escape stair serving storeys above ground level and smoke from a basement fire would adversely affect escape routes in the upper storeys. b. The lift shaft is within the enclosure to an escape stair that terminates at ground level.","A lift shaft serving storeys above ground level should not serve any basement, if either of the following applies. a. There is only one escape stair serving storeys above ground level and smoke from a basement fire would adversely affect escape routes in the upper storeys. b. The lift shaft is within the enclosure to an escape stair that terminates at ground level.",,
3.105,3.105,unchanged,1.0,exact_number+difflib,"Lift machine rooms should be sited over the lift well where possible. Where buildings or part of a building with only one stairway make this arrangement impractical, the lift machine room should be sited outside the protected stairway. 40 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1 Final exits","Lift machine rooms should be sited over the lift well where possible. Where buildings or part of a building with only one stairway make this arrangement impractical, the lift machine room should be sited outside the protected stairway. 40 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B1 Final exits",,
3.106,3.106,unchanged,1.0,exact_number+difflib,"People should be able to rapidly leave the area around the building. Direct access to a street, passageway, walkway or open space should be available. The route away from the building should comply with the following. a. Be well defined. b. If necessary, have suitable guarding.","People should be able to rapidly leave the area around the building. Direct access to a street, passageway, walkway or open space should be available. The route away from the building should comply with the following. a. Be well defined. b. If necessary, have suitable guarding.",,
3.107,3.107,unchanged,1.0,exact_number+difflib,"Final exits should not present a barrier for disabled people. Where the route to a final exit does not include stairs, a level threshold and, where necessary, a ramp should be provided.","Final exits should not present a barrier for disabled people. Where the route to a final exit does not include stairs, a level threshold and, where necessary, a ramp should be provided.",,
3.108,3.108,unchanged,1.0,exact_number+difflib,Final exit locations should be clearly visible and recognisable.,Final exit locations should be clearly visible and recognisable.,,
3.109,3.109,unchanged,1.0,exact_number+difflib,"Final exits should avoid outlets of basement smoke vents and openings to transformer chambers, refuse chambers, boiler rooms and similar risks. 41 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B2 O N L I N E V E R S I O N","Final exits should avoid outlets of basement smoke vents and openings to transformer chambers, refuse chambers, boiler rooms and similar risks. 41 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B2 O N L I N E V E R S I O N",,
4.1,4.1,unchanged,1.0,exact_number+difflib,"The surface linings of walls and ceilings should meet the classifications in Table 4.1. Table 4.1 Classification of linings Location Classification Small rooms of maximum internal floor area of 4m2 D-s3, d2 Garages (as part of a dwellinghouse) of maximum internal floor area of 40m2 Other rooms (including garages) C-s3, d2 Circulation spaces within a dwelling Other circulation spaces (including the common areas of blocks of flats) B-s3, d2(1) NOTE: 1. Wallcoverings which conform to BS EN 15102, achieving at least class C-s3, d2 and bonded to a class A2-s3, d2 substrate, will also be acceptable. Walls","The surface linings of walls and ceilings should meet the classifications in Table 4.1. Table 4.1 Classification of linings Location Classification Small rooms of maximum internal floor area of 4m2 D-s3, d2 Garages (as part of a dwellinghouse) of maximum internal floor area of 40m2 Other rooms (including garages) C-s3, d2 Circulation spaces within a dwelling Other circulation spaces (including the common areas of blocks of flats) B-s3, d2(1) NOTE: 1. Wallcoverings which conform to BS EN 15102, achieving at least class C-s3, d2 and bonded to a class A2-s3, d2 substrate, will also be acceptable. Walls",,
4.2,4.2,unchanged,1.0,exact_number+difflib,"For the purposes of this requirement, a wall includes both of the following. a. The internal surface of internal and external glazing (except glazing in doors). b. Any part of a ceiling which slopes at an angle greater than 70 degrees to the horizontal.","For the purposes of this requirement, a wall includes both of the following. a. The internal surface of internal and external glazing (except glazing in doors). b. Any part of a ceiling which slopes at an angle greater than 70 degrees to the horizontal.",,
4.3,4.3,unchanged,1.0,exact_number+difflib,"For the purposes of this requirement, a wall does not include any of the following. a. Doors and door frames. b. Window frames and frames in which glazing is fitted. c. Architraves, cover moulds, picture rails, skirtings and similar narrow members. d. Fireplace surrounds, mantle shelves and fitted furniture.","For the purposes of this requirement, a wall does not include any of the following. a. Doors and door frames. b. Window frames and frames in which glazing is fitted. c. Architraves, cover moulds, picture rails, skirtings and similar narrow members. d. Fireplace surrounds, mantle shelves and fitted furniture.",,
4.4,4.4,unchanged,1.0,exact_number+difflib,"Parts of walls in rooms may be of lower performance than stated in Table 4.1, but no worse than class D-s3, d2. In any one room, the total area of lower performance wall lining should be less than an area equivalent to half of the room’s floor area, up to a maximum of 20m2 of wall lining. Ceilings","Parts of walls in rooms may be of lower performance than stated in Table 4.1, but no worse than class D-s3, d2. In any one room, the total area of lower performance wall lining should be less than an area equivalent to half of the room’s floor area, up to a maximum of 20m2 of wall lining. Ceilings",,
4.5,4.5,unchanged,1.0,exact_number+difflib,"For the purposes of this requirement, a ceiling includes all of the following. a. Glazed surfaces. b. Any part of a wall at 70 degrees or less to the horizontal. c. The underside of a gallery. d. The underside of a roof exposed to the room below. 43 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B2 O N L I N E V E R S I O N","For the purposes of this requirement, a ceiling includes all of the following. a. Glazed surfaces. b. Any part of a wall at 70 degrees or less to the horizontal. c. The underside of a gallery. d. The underside of a roof exposed to the room below. 43 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B2 O N L I N E V E R S I O N",,
4.6,4.6,unchanged,1.0,exact_number+difflib,"For the purposes of this requirement, a ceiling does not include any of the following. a. Trap doors and their frames. b. The frames of windows or rooflights and frames in which glazing is fitted. c. Architraves, cover moulds, picture rails, exposed beams and similar narrow members. Rooflights","For the purposes of this requirement, a ceiling does not include any of the following. a. Trap doors and their frames. b. The frames of windows or rooflights and frames in which glazing is fitted. c. Architraves, cover moulds, picture rails, exposed beams and similar narrow members. Rooflights",,
4.7,4.7,unchanged,1.0,exact_number+difflib,"Rooflights should meet the following classifications, according to material. No guidance for European fire test performance is currently available, because there is no generally accepted test and classification procedure. a. Non-plastic rooflights should meet the relevant classification in Table 4.1. b. Plastic rooflights, if the limitations in Table 4.2 and Table 12.2 are observed, should be a minimum class D-s3, d2 rating. Otherwise they should meet the relevant classification in Table 4.1. Special applications","Rooflights should meet the following classifications, according to material. No guidance for European fire test performance is currently available, because there is no generally accepted test and classification procedure. a. Non-plastic rooflights should meet the relevant classification in Table 4.1. b. Plastic rooflights, if the limitations in Table 4.2 and Table 12.2 are observed, should be a minimum class D-s3, d2 rating. Otherwise they should meet the relevant classification in Table 4.1. Special applications",,
4.8,4.8,unchanged,1.0,exact_number+difflib,"Any flexible membrane covering a structure, other than an air-supported structure, should comply with Appendix A of BS 7157.","Any flexible membrane covering a structure, other than an air-supported structure, should comply with Appendix A of BS 7157.",,
4.9,4.9,unchanged,1.0,exact_number+difflib,Guidance on the use of PTFE-based materials for tension-membrane roofs and structures is given in the BRE report BR 274. Fire behaviour of insulating core panels used internally,Guidance on the use of PTFE-based materials for tension-membrane roofs and structures is given in the BRE report BR 274. Fire behaviour of insulating core panels used internally,,
4.10,4.10,unchanged,1.0,exact_number+difflib,"Insulating core panels consist of an inner core of insulation sandwiched between, and bonded to, a membrane, such as galvanised steel or aluminium. Where they are used internally they can present particular problems with regard to fire spread and should meet all of the following conditions. a. Panels should be sealed to prevent exposure of the core to a fire. This includes at joints and where services penetrate the panel. b. In high fire risk areas, such as kitchens, places of special fire hazard, or in proximity to where hot works occur, only class A1 cored panels should be used. c. Fixing systems for all panels should be designed to take account of the potential for the panel to delaminate. For instance, where panels are used to form a suspended ceiling, the fixing should pass through the panel and support it from the lower face. Other controls on internal surface properties","Insulating core panels consist of an inner core of insulation sandwiched between, and bonded to, a membrane, such as galvanised steel or aluminium. Where they are used internally they can present particular problems with regard to fire spread and should meet all of the following conditions. a. Panels should be sealed to prevent exposure of the core to a fire. This includes at joints and where services penetrate the panel. b. In high fire risk areas, such as kitchens, places of special fire hazard, or in proximity to where hot works occur, only class A1 cored panels should be used. c. Fixing systems for all panels should be designed to take account of the potential for the panel to delaminate. For instance, where panels are used to form a suspended ceiling, the fixing should pass through the panel and support it from the lower face. Other controls on internal surface properties",,
4.11,4.11,unchanged,1.0,exact_number+difflib,"Guidance on the control of flame spread is given in the following sections. a. Stairs and landings: Sections 2 and 3 (escape stairs) and Section 15 (firefighting shafts). b. Exposed surfaces above fire-protecting suspended ceilings: Section 8. c. Enclosures to above-ground drainage system pipes: Section 9. 44 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B2 Thermoplastic materials General provisions","Guidance on the control of flame spread is given in the following sections. a. Stairs and landings: Sections 2 and 3 (escape stairs) and Section 15 (firefighting shafts). b. Exposed surfaces above fire-protecting suspended ceilings: Section 8. c. Enclosures to above-ground drainage system pipes: Section 9. 44 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N B2 Thermoplastic materials General provisions",,
4.12,4.12,unchanged,1.0,exact_number+difflib,"Thermoplastic materials that do not meet the classifications in Table 4.1 can be used as described in paragraphs 4.13 to 4.17. No guidance for European fire test performance is currently available, because there is no generally accepted test and classification procedure. Thermoplastic materials are defined in Appendix B, paragraph B11. Classifications used here are explained in paragraph B13. Windows","Thermoplastic materials that do not meet the classifications in Table 4.1 can be used as described in paragraphs 4.13 to 4.17. No guidance for European fire test performance is currently available, because there is no generally accepted test and classification procedure. Thermoplastic materials are defined in Appendix B, paragraph B11. Classifications used here are explained in paragraph B13. Windows",,
4.13,4.13,unchanged,1.0,exact_number+difflib,"Thermoplastic material classified as a TP(a) rigid product may be used to glaze external windows to rooms, but not external windows to circulation spaces. Approved Document K includes guidance on the safety of glazing. Rooflights","Thermoplastic material classified as a TP(a) rigid product may be used to glaze external windows to rooms, but not external windows to circulation spaces. Approved Document K includes guidance on the safety of glazing. Rooflights",,
4.14,4.14,unchanged,1.0,exact_number+difflib,"In rooms and circulation spaces other than protected stairways, rooflights may be constructed of thermoplastic material if they comply with both of the following. a. The lower surface is classified as TP(a) rigid or TP(b). b. The size and location of the rooflights follow the limits in Table 4.2, Table 12.2 and Table 12.3. Lighting diffusers","In rooms and circulation spaces other than protected stairways, rooflights may be constructed of thermoplastic material if they comply with both of the following. a. The lower surface is classified as TP(a) rigid or TP(b). b. The size and location of the rooflights follow the limits in Table 4.2, Table 12.2 and Table 12.3. Lighting diffusers",,
4.15,4.15,unchanged,1.0,exact_number+difflib,The following paragraphs apply to lighting diffusers forming part of a ceiling. Diffusers may be part of a luminaire or used below sources of light. The following paragraphs do not apply to diffusers of light fittings attached to the soffit of a ceiling or suspended beneath a ceiling (Diagram 4.1). See para 4.15 a. DIFFUSER FORMING PART OF CEILING b. DIFFUSER IN FITTING BELOW AND NOT FORMING PART OF CEILING Ceiling Ceiling Diagram 4.1 L ighting diffuser in relation to ceiling,The following paragraphs apply to lighting diffusers forming part of a ceiling. Diffusers may be part of a luminaire or used below sources of light. The following paragraphs do not apply to diffusers of light fittings attached to the soffit of a ceiling or suspended beneath a ceiling (Diagram 4.1). See para 4.15 a. DIFFUSER FORMING PART OF CEILING b. DIFFUSER IN FITTING BELOW AND NOT FORMING PART OF CEILING Ceiling Ceiling Diagram 4.1 L ighting diffuser in relation to ceiling,,
