old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
3.5,3.5,unchanged,1.0,exact_number+difflib,"In mixed use buildings, separate means of escape should be provided from any storeys or parts of storeys used for the ‘residential’ or ‘assembly and recreation’ purpose groups (purpose groups 1, 2 and 5), other than in the case of certain small buildings or buildings in which the residential accommodation is ancillary (see paragraphs 3.76 and 3.77)","In mixed use buildings, separate means of escape should be provided from any storeys or parts of storeys used for the ‘residential’ or ‘assembly and recreation’ purpose groups (purpose groups 1, 2 and 5), other than in the case of certain small buildings or buildings in which the residential accommodation is ancillary (see paragraphs 3.76 and 3.77)",,
3.6,3.6,unchanged,1.0,exact_number+difflib,Windows or external doors providing emergency escape should comply with all of the following. a. Windows should have an unobstructed openable area that complies with all of the following. i. A minimum area of 0.33m2. ii. A minimum height of 450mm and a minimum width of 450mm (the route through the window may be at an angle rather than straight through). iii. The bottom of the openable area is a maximum of 1100mm above the floor. b. People escaping should be able to reach a place free from danger from fire. c. Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows. d. Windows should be capable of remaining open without being held.,Windows or external doors providing emergency escape should comply with all of the following. a. Windows should have an unobstructed openable area that complies with all of the following. i. A minimum area of 0.33m2. ii. A minimum height of 450mm and a minimum width of 450mm (the route through the window may be at an angle rather than straight through). iii. The bottom of the openable area is a maximum of 1100mm above the floor. b. People escaping should be able to reach a place free from danger from fire. c. Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows. d. Windows should be capable of remaining open without being held.,,
3.7,3.7,unchanged,1.0,exact_number+difflib,"An inner room is permitted when it is one of the following. a. A kitchen. b. A laundry or utility room. c. A dressing room. d. A bathroom, WC or shower room. e. Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 3.6. f. A gallery that complies with paragraph 3.13.","An inner room is permitted when it is one of the following. a. A kitchen. b. A laundry or utility room. c. A dressing room. d. A bathroom, WC or shower room. e. Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 3.6. f. A gallery that complies with paragraph 3.13.",,
3.8,3.8,unchanged,1.0,exact_number+difflib,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply. a. It complies with paragraph 3.7. b. The access rooms each have a smoke alarm (see Section 1). c. None of the access rooms is a kitchen.,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply. a. It complies with paragraph 3.7. b. The access rooms each have a smoke alarm (see Section 1). c. None of the access rooms is a kitchen.,,
3.9,3.9,unchanged,1.0,exact_number+difflib,Basement storeys containing habitable rooms should have one of the following. a. An emergency escape window or external door providing escape from the basement (see paragraph 3.6). b. A protected stairway (minimum REI 30) leading from the basement to a final exit.,Basement storeys containing habitable rooms should have one of the following. a. An emergency escape window or external door providing escape from the basement (see paragraph 3.6). b. A protected stairway (minimum REI 30) leading from the basement to a final exit.,,
3.10,3.10,unchanged,1.0,exact_number+difflib,"Where a flat roof forms part of a means of escape, it should comply with all of the following. a. It should be part of the same building from which escape is being made. b. The route across the roof should lead to a storey exit or external escape route. c. The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).","Where a flat roof forms part of a means of escape, it should comply with all of the following. a. It should be part of the same building from which escape is being made. b. The route across the roof should lead to a storey exit or external escape route. c. The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).",,
3.11,3.11,unchanged,1.0,exact_number+difflib,A balcony or flat roof intended to form part of an escape route should be provided with guarding etc. in accordance with Approved Document K.,A balcony or flat roof intended to form part of an escape route should be provided with guarding etc. in accordance with Approved Document K.,,
3.12,3.12,unchanged,1.0,exact_number+difflib,"For flats more than 4.5m above ground level, a balcony outside an alternative exit should be a common balcony meeting the conditions described in paragraph 3.22.","For flats more than 4.5m above ground level, a balcony outside an alternative exit should be a common balcony meeting the conditions described in paragraph 3.22.",,
3.13,3.13,unchanged,1.0,exact_number+difflib,"A gallery should comply with one of the following. a. It should be provided with an alternative exit. b. It should be provided with an emergency escape window, as described in paragraph 3.6, where the gallery floor is a maximum of 4.5m above ground level. c. It should meet the conditions shown in Diagram 3.1. NOTES: 1. This diagram does not apply where the gallery is provided with one of the following: 7.5 max. i. An alternative escape route floor is not more than 4.5m above ground level). should comply with one of the following conditions: Visible area to 3m max. i. Be enclosed with fire resisting construction be at least 50% ii. Be remote from the stair to the gallery and positioned of floor area in such that they do not prejudice escape from the gallery.","A gallery should comply with one of the following. a. It should be provided with an alternative exit. b. It should be provided with an emergency escape window, as described in paragraph 3.6, where the gallery floor is a maximum of 4.5m above ground level. c. It should meet the conditions shown in Diagram 3.1. NOTES: 1. This diagram does not apply where the gallery is provided with one of the following: 7.5 max. i. An alternative escape route floor is not more than 4.5m above ground level). should comply with one of the following conditions: Visible area to 3m max. i. Be enclosed with fire resisting construction be at least 50% ii. Be remote from the stair to the gallery and positioned of floor area in such that they do not prejudice escape from the gallery.",,
3.14,3.14,unchanged,1.0,exact_number+difflib,"The internal arrangement of single storey or multi-storey flats should comply with paragraphs 3.15 to 3.17. Alternatively, the guidance in paragraphs 3.18 to 3.22 may be followed. A flat accessed via the common parts of the building should also comply with the provisions for small single stair buildings in paragraph 3.28 and Diagram 3.9. A protected entrance hall may be required as a result.","The internal arrangement of single storey or multi-storey flats should comply with paragraphs 3.15 to 3.17. Alternatively, the guidance in paragraphs 3.18 to 3.22 may be followed. A flat accessed via the common parts of the building should also comply with the provisions for small single stair buildings in paragraph 3.28 and Diagram 3.9. A protected entrance hall may be required as a result.",,
3.15,3.15,unchanged,1.0,exact_number+difflib,"All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 3.6.","All habitable rooms (excluding kitchens) should have either of the following. a. An opening directly onto a hall leading to a final exit. b. An emergency escape window or door, as described in paragraph 3.6.",,
3.16,3.16,unchanged,1.0,exact_number+difflib,"All habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 3.6. b. In multi-storey flats, direct access to a protected internal stairway (minimum REI 30) leading to an exit from the flat.","All habitable rooms (excluding kitchens) should have either of the following. a. An emergency escape window or external door, as described in paragraph 3.6. b. In multi-storey flats, direct access to a protected internal stairway (minimum REI 30) leading to an exit from the flat.",,
3.17,3.17,unchanged,1.0,exact_number+difflib,Two rooms may be served by a single escape window. A door between rooms should provide access to the escape window without passing through the stair enclosure. Both rooms should have their own access to the internal stair.,Two rooms may be served by a single escape window. A door between rooms should provide access to the escape window without passing through the stair enclosure. Both rooms should have their own access to the internal stair.,,
3.18,3.18,unchanged,1.0,exact_number+difflib,"One of the following approaches should be adopted, observing the inner room restrictions described in paragraphs 3.7 and 3.8. a. Provide a protected entrance hall (minimum REI 30) serving all habitable rooms that meets the conditions shown in Diagram 3.2. b. Plan the flat to meet the conditions shown in Diagram 3.3, so that both of the following apply. i. The travel distance from the flat entrance door to any point in any habitable room is a maximum of 9m. ii. Cooking facilities are remote from the main entrance door and do not impede the escape route from anywhere in the flat. c. Provide an alternative exit from the flat complying with paragraph 3.22. NOTE: Bathrooms do not need to have fire doorsets provided that the bathroom is from the adjacent rooms. area Kitchen x. max. x.","One of the following approaches should be adopted, observing the inner room restrictions described in paragraphs 3.7 and 3.8. a. Provide a protected entrance hall (minimum REI 30) serving all habitable rooms that meets the conditions shown in Diagram 3.2. b. Plan the flat to meet the conditions shown in Diagram 3.3, so that both of the following apply. i. The travel distance from the flat entrance door to any point in any habitable room is a maximum of 9m. ii. Cooking facilities are remote from the main entrance door and do not impede the escape route from anywhere in the flat. c. Provide an alternative exit from the flat complying with paragraph 3.22. NOTE: Bathrooms do not need to have fire doorsets provided that the bathroom is from the adjacent rooms. area Kitchen x. max. x.",,
3.19,3.19,unchanged,1.0,exact_number+difflib,"Where access from any habitable room to the entrance hall or flat entrance is impossible without passing through another room, all of the following conditions should be met (Diagram 3.4). a. Bedrooms should be separated from living accommodation by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20). b. The alternative exit should be in the part of the flat that contains the bedrooms. NOTE: The bedrooms are not classified as inner rooms because escape is possible in two directions.","Where access from any habitable room to the entrance hall or flat entrance is impossible without passing through another room, all of the following conditions should be met (Diagram 3.4). a. Bedrooms should be separated from living accommodation by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20). b. The alternative exit should be in the part of the flat that contains the bedrooms. NOTE: The bedrooms are not classified as inner rooms because escape is possible in two directions.",,
3.20,3.20,unchanged,1.0,exact_number+difflib,"A multi-storey flat with an independent external entrance at ground level is similar to a dwellinghouse and means of escape should be planned on the basis of Section 2, depending on the height of the top storey above ground level.","A multi-storey flat with an independent external entrance at ground level is similar to a dwellinghouse and means of escape should be planned on the basis of Section 2, depending on the height of the top storey above ground level.",,
3.22,3.22,unchanged,1.0,exact_number+difflib,"Any alternative exit from a flat should comply with all of the following. a. It should be remote from the main entrance door to the flat. b. It should lead to a final exit, via a common stair if necessary, through one of the following. i. A door to an access corridor, access lobby or common balcony. ii. An internal private stair leading to an access corridor, access lobby or common balcony at another level. iii. A door to a common stair. iv. A door to an external stair. v. A door to an escape route over a flat roof. Any access route leading to a final exit or common stair should comply with the provisions for means of escape in the common parts of a flat (see paragraph 3.25).","Any alternative exit from a flat should comply with all of the following. a. It should be remote from the main entrance door to the flat. b. It should lead to a final exit, via a common stair if necessary, through one of the following. i. A door to an access corridor, access lobby or common balcony. ii. An internal private stair leading to an access corridor, access lobby or common balcony at another level. iii. A door to a common stair. iv. A door to an external stair. v. A door to an escape route over a flat roof. Any access route leading to a final exit or common stair should comply with the provisions for means of escape in the common parts of a flat (see paragraph 3.25).",,
3.24,3.24,unchanged,1.0,exact_number+difflib,"For flats serving as a workplace for both occupants and people who do not live on the premises, provide both of the following. a. A maximum travel distance of 18m between any part of the working area and either of the following. i. The flat entrance door. ii. An alternative means of escape that is not a window. If the travel distance is over 18m, the assumptions in paragraph 3.2 may not be valid. The design should be considered on a case-by-case basis. b. Escape lighting to windowless accommodation in accordance with BS 5266-1.","For flats serving as a workplace for both occupants and people who do not live on the premises, provide both of the following. a. A maximum travel distance of 18m between any part of the working area and either of the following. i. The flat entrance door. ii. An alternative means of escape that is not a window. If the travel distance is over 18m, the assumptions in paragraph 3.2 may not be valid. The design should be considered on a case-by-case basis. b. Escape lighting to windowless accommodation in accordance with BS 5266-1.",,
3.25,3.25,unchanged,1.0,exact_number+difflib,The following paragraphs deal with means of escape from the entrance doors of flats to a final exit. They do not apply to flats with a top storey that is a maximum of 4.5m above ground level (designed in accordance with paragraphs 3.16 and 3.17). Reference should also be made to the following. a. Requirement B3 regarding compartment walls and protected shafts. b. Requirement B5 regarding access for the fire and rescue service.,The following paragraphs deal with means of escape from the entrance doors of flats to a final exit. They do not apply to flats with a top storey that is a maximum of 4.5m above ground level (designed in accordance with paragraphs 3.16 and 3.17). Reference should also be made to the following. a. Requirement B3 regarding compartment walls and protected shafts. b. Requirement B5 regarding access for the fire and rescue service.,,
3.26,3.26,unchanged,1.0,exact_number+difflib,"A person escaping through the common area, if confronted by the effects of a fire in another flat, should be able to turn away from it and make a safe escape via an alternative route.","A person escaping through the common area, if confronted by the effects of a fire in another flat, should be able to turn away from it and make a safe escape via an alternative route.",,
3.27,3.27,unchanged,1.0,exact_number+difflib,"From the flat entrance door, a single escape route is acceptable in either of the following cases. a. The flat is on a storey served by a single common stair and both of the following apply. i. Every flat is separated from the common stair by a protected lobby or common protected corridor (see Diagram 3.7). ii. The maximum travel distance in Table 3.1, for escape in one direction only, is not exceeded. b. The flat is in a dead end of a common corridor served by two (or more) common stairs and the maximum travel distance given in Table 3.1, for escape in one direction only, is not exceeded (Diagram 3.8). NOTES: 1. If travel distance is measured to a stair lobby, the lobby must not provide direct access to any storage room, flat or other space containing a fire hazard. 2. In the case of a small single stair building in accordance with Diagram 3.9, this is reduced to 4.5m. 3. Does not apply if all flats on a storey have independent alternative means of escape. 4. Sheltered housing may require reduced maximum travel distances. 7.5m max. 7.5m max. b. LOBBY ACCESS FLATS NOTES: 1. The arrangements shown also apply to the top storey. 2. See Diagram 3.9 for small single stair buildings. 3. All doors shown are fire doorsets. 4. Where travel distance is measured to a stair lobby, the lobby must not provide direct access to any storage hazard. Appendix C, Table C1. 7.5m max. Shaded areas indicate zones where ventilation should be 30m max. The central door may be omitted if maximum travel distance is not more than 15m. 7.5m max. 7.5m max. 30m max. NOTES: F F 1. The arrangements shown also apply to the top storey. refer to Appendix C, Table C1. Shaded areas indicate zones where ventilation should be","From the flat entrance door, a single escape route is acceptable in either of the following cases. a. The flat is on a storey served by a single common stair and both of the following apply. i. Every flat is separated from the common stair by a protected lobby or common protected corridor (see Diagram 3.7). ii. The maximum travel distance in Table 3.1, for escape in one direction only, is not exceeded. b. The flat is in a dead end of a common corridor served by two (or more) common stairs and the maximum travel distance given in Table 3.1, for escape in one direction only, is not exceeded (Diagram 3.8). NOTES: 1. If travel distance is measured to a stair lobby, the lobby must not provide direct access to any storage room, flat or other space containing a fire hazard. 2. In the case of a small single stair building in accordance with Diagram 3.9, this is reduced to 4.5m. 3. Does not apply if all flats on a storey have independent alternative means of escape. 4. Sheltered housing may require reduced maximum travel distances. 7.5m max. 7.5m max. b. LOBBY ACCESS FLATS NOTES: 1. The arrangements shown also apply to the top storey. 2. See Diagram 3.9 for small single stair buildings. 3. All doors shown are fire doorsets. 4. Where travel distance is measured to a stair lobby, the lobby must not provide direct access to any storage hazard. Appendix C, Table C1. 7.5m max. Shaded areas indicate zones where ventilation should be 30m max. The central door may be omitted if maximum travel distance is not more than 15m. 7.5m max. 7.5m max. 30m max. NOTES: F F 1. The arrangements shown also apply to the top storey. refer to Appendix C, Table C1. Shaded areas indicate zones where ventilation should be",,
3.28,3.28,unchanged,1.0,exact_number+difflib,"For some low rise buildings, the provisions in paragraphs 3.26 and 3.27 may be modified and the use of a single stair, protected in accordance with Diagram 3.9, may be permitted where all of the following apply. a. The top storey of the building is a maximum of 11m above ground level. b. No more than three storeys are above the ground storey. c. The stair does not connect to a covered car park, unless the car park is open sided (as defined d. The stair does not serve offices, stores or other ancillary accommodation. If it does, they should be separated from the stair by a protected lobby or protected corridor (minimum REI 30) with a minimum 0.4m2 of permanent ventilation, or be protected from the ingress of smoke by a mechanical smoke control system. NOTE: For refuse chutes and storage see paragraphs 3.55 to 3.58. e. Either of the following is provided for the fire and rescue service. i. A high-level openable vent with a free area of at least 1m2 at each storey. ii. A single openable vent with a free area of at least 1m2 at the head of the stair, operable remotely at the fire and rescue service access level. 4.5 m* OV *If smoke control is provided in the lobby, the travel distance can be increased to 7.5m maximum (see Diagram 3.7, example b). NOTES: 1. The arrangements shown also apply to the top storey. 4.5m, Diagram 3.7 applies. the dwelling is omitted in small single stair buildings, an automatic opening vent with a free area of at least 1m2 is required Fd F at the top of the stair, which is operated automatically on detection of smoke at any storey in the stair. b. SMALL SINGLE STAIR BUILDING the corridor to the flat and/or stairway refer to Appendix C, WITH NO MORE THAN TWO FLATS Table C1. The door between stair and lobby should be If the flats have protected entrance halls, the free area); see paragraph 3.28e entrance is not essential. Fd Fire doorset","For some low rise buildings, the provisions in paragraphs 3.26 and 3.27 may be modified and the use of a single stair, protected in accordance with Diagram 3.9, may be permitted where all of the following apply. a. The top storey of the building is a maximum of 11m above ground level. b. No more than three storeys are above the ground storey. c. The stair does not connect to a covered car park, unless the car park is open sided (as defined d. The stair does not serve offices, stores or other ancillary accommodation. If it does, they should be separated from the stair by a protected lobby or protected corridor (minimum REI 30) with a minimum 0.4m2 of permanent ventilation, or be protected from the ingress of smoke by a mechanical smoke control system. NOTE: For refuse chutes and storage see paragraphs 3.55 to 3.58. e. Either of the following is provided for the fire and rescue service. i. A high-level openable vent with a free area of at least 1m2 at each storey. ii. A single openable vent with a free area of at least 1m2 at the head of the stair, operable remotely at the fire and rescue service access level. 4.5 m* OV *If smoke control is provided in the lobby, the travel distance can be increased to 7.5m maximum (see Diagram 3.7, example b). NOTES: 1. The arrangements shown also apply to the top storey. 4.5m, Diagram 3.7 applies. the dwelling is omitted in small single stair buildings, an automatic opening vent with a free area of at least 1m2 is required Fd F at the top of the stair, which is operated automatically on detection of smoke at any storey in the stair. b. SMALL SINGLE STAIR BUILDING the corridor to the flat and/or stairway refer to Appendix C, WITH NO MORE THAN TWO FLATS Table C1. The door between stair and lobby should be If the flats have protected entrance halls, the free area); see paragraph 3.28e entrance is not essential. Fd Fire doorset",,
3.29,3.29,unchanged,1.0,exact_number+difflib,Paragraph 3.27 may be modified using the guidance in clause 7.3 of BS 9991.,Paragraph 3.27 may be modified using the guidance in clause 7.3 of BS 9991.,,
3.30,3.30,unchanged,1.0,exact_number+difflib,"Where a storey or part of a building has multiple escape routes available, one may be over a flat roof that complies with all of the following. a. It should be part of the same building from which escape is being made. b. The route across the roof should lead to a storey exit or external escape route. c. The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30). d. The route should be clearly defined and guarded by walls and/or protective barriers to protect against falling.","Where a storey or part of a building has multiple escape routes available, one may be over a flat roof that complies with all of the following. a. It should be part of the same building from which escape is being made. b. The route across the roof should lead to a storey exit or external escape route. c. The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30). d. The route should be clearly defined and guarded by walls and/or protective barriers to protect against falling.",,
3.31,3.31,unchanged,1.0,exact_number+difflib,The following paragraphs deal with means of escape from the entrance doors of flats to a final exit.,The following paragraphs deal with means of escape from the entrance doors of flats to a final exit.,,
3.32,3.32,unchanged,1.0,exact_number+difflib,Escape route travel distances should comply with Table 3.1.,Escape route travel distances should comply with Table 3.1.,,
3.33,3.33,unchanged,1.0,exact_number+difflib,An escape route should not pass through one stair enclosure to reach another. It may pass through a protected lobby (minimum REI 30) of one stair to reach another.,An escape route should not pass through one stair enclosure to reach another. It may pass through a protected lobby (minimum REI 30) of one stair to reach another.,,
3.34,3.34,unchanged,1.0,exact_number+difflib,"Common corridors should be protected corridors. The wall between each flat and the corridor should be a compartment wall (minimum REI 30 where the top storey is up to 5m above ground level, otherwise REI 60).","Common corridors should be protected corridors. The wall between each flat and the corridor should be a compartment wall (minimum REI 30 where the top storey is up to 5m above ground level, otherwise REI 60).",,
3.35,3.35,unchanged,1.0,exact_number+difflib,Divide a common corridor connecting two or more storey exits with a fire doorset fitted with a self-closing device (minimum E 30 S ). See Diagram 3.8. Associated screens should be fire resisting. Site doors so that smoke does not affect access to more than one stair.,Divide a common corridor connecting two or more storey exits with a fire doorset fitted with a self-closing device (minimum E 30 S ). See Diagram 3.8. Associated screens should be fire resisting. Site doors so that smoke does not affect access to more than one stair.,,
3.36,3.36,unchanged,1.0,exact_number+difflib,"A fire doorset (minimum E 30 S ) fitted with a self-closing device (and fire resisting screen, where required) should separate the dead-end portion of a common corridor from the rest of the corridor (Diagrams 3.7a, 3.8b and 3.8c).","A fire doorset (minimum E 30 S ) fitted with a self-closing device (and fire resisting screen, where required) should separate the dead-end portion of a common corridor from the rest of the corridor (Diagrams 3.7a, 3.8b and 3.8c).",,
3.37,3.37,unchanged,1.0,exact_number+difflib,"Ancillary accommodation should not be located in, or entered from, a protected lobby or protected corridor forming the only common escape route on that storey.","Ancillary accommodation should not be located in, or entered from, a protected lobby or protected corridor forming the only common escape route on that storey.",,
3.38,3.38,unchanged,1.0,exact_number+difflib,Escape routes should have a minimum clear headroom of 2m. The only projections allowed below this height are door frames.,Escape routes should have a minimum clear headroom of 2m. The only projections allowed below this height are door frames.,,
