old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
3.43,3.43,unchanged,1.0,exact_number+difflib,Escape stair lighting should be on a separate circuit from the electricity supply to any other part of the escape route.,Escape stair lighting should be on a separate circuit from the electricity supply to any other part of the escape route.,,
3.44,3.44,unchanged,1.0,exact_number+difflib,Escape lighting should conform to BS 5266-1.,Escape lighting should conform to BS 5266-1.,,
3.45,3.45,unchanged,1.0,exact_number+difflib,"Every doorway or other exit providing access to a means of escape, other than exits in ordinary use (e.g. main entrances), should be distinctively and conspicuously marked by an exit sign in accordance with BS ISO 3864-1 and BS 5499-4. For this reason, blocks of flats with a single stair in regular use would not usually require any fire exit signage. Advice on fire safety signs, including emergency escape signs, is given in the HSE publication Safety Signs and Signals: Guidance on Regulations. Some buildings may require additional signs to comply with other legislation.","Every doorway or other exit providing access to a means of escape, other than exits in ordinary use (e.g. main entrances), should be distinctively and conspicuously marked by an exit sign in accordance with BS ISO 3864-1 and BS 5499-4. For this reason, blocks of flats with a single stair in regular use would not usually require any fire exit signage. Advice on fire safety signs, including emergency escape signs, is given in the HSE publication Safety Signs and Signals: Guidance on Regulations. Some buildings may require additional signs to comply with other legislation.",,
3.46,3.46,unchanged,1.0,exact_number+difflib,"To limit potential damage to cables in protected circuits, all of the following should apply. a. Cables should be sufficiently robust. b. Cable routes should be carefully selected and/or physically protected in areas where cables may be exposed to damage. c. Methods of cable support should be class A1 rated and offer at least the same integrity as the cable. They should maintain circuit integrity and hold cables in place when exposed to fire.","To limit potential damage to cables in protected circuits, all of the following should apply. a. Cables should be sufficiently robust. b. Cable routes should be carefully selected and/or physically protected in areas where cables may be exposed to damage. c. Methods of cable support should be class A1 rated and offer at least the same integrity as the cable. They should maintain circuit integrity and hold cables in place when exposed to fire.",,
3.47,3.47,unchanged,1.0,exact_number+difflib,A protected circuit to operate equipment during a fire should achieve all of the following. a. Cables should achieve PH 30 classification when tested in accordance with BS EN 50200 (incorporating Annex E) or an equivalent standard. b. It should only pass through parts of the building in which the fire risk is negligible. c. It should be separate from any circuit provided for another purpose.,A protected circuit to operate equipment during a fire should achieve all of the following. a. Cables should achieve PH 30 classification when tested in accordance with BS EN 50200 (incorporating Annex E) or an equivalent standard. b. It should only pass through parts of the building in which the fire risk is negligible. c. It should be separate from any circuit provided for another purpose.,,
3.48,3.48,unchanged,1.0,exact_number+difflib,"Guidance on cables for large and complex buildings is given in BS 5839-1, BS 5266-1 and BS 8519.","Guidance on cables for large and complex buildings is given in BS 5839-1, BS 5266-1 and BS 8519.",,
3.49,3.49,unchanged,1.0,exact_number+difflib,"Despite the provisions described, it is probable that some smoke will get into the common corridor or lobby from a fire in a flat. There should therefore be some means of ventilating the common corridors/lobbies to control smoke and so protect the common stairs. This means of ventilation offers additional protection to that provided by the fire doors to the stair, as well as some protection to the corridors/lobbies. Ventilation can be natural (paragraphs 3.50 to 3.53) or mechanical (paragraph 3.54).","Despite the provisions described, it is probable that some smoke will get into the common corridor or lobby from a fire in a flat. There should therefore be some means of ventilating the common corridors/lobbies to control smoke and so protect the common stairs. This means of ventilation offers additional protection to that provided by the fire doors to the stair, as well as some protection to the corridors/lobbies. Ventilation can be natural (paragraphs 3.50 to 3.53) or mechanical (paragraph 3.54).",,
3.50,3.50,unchanged,1.0,exact_number+difflib,"Except in buildings that comply with Diagram 3.9, the corridor or lobby next to each stair should have a smoke vent. The location of the vent should comply with both of the following. a. Be as high as practicable. b. Be positioned so the top edge is at least as high as the top of the door to the stair.","Except in buildings that comply with Diagram 3.9, the corridor or lobby next to each stair should have a smoke vent. The location of the vent should comply with both of the following. a. Be as high as practicable. b. Be positioned so the top edge is at least as high as the top of the door to the stair.",,
3.51,3.51,unchanged,1.0,exact_number+difflib,"Smoke vents should comply with one of the following. a. They should be located on an external wall with minimum free area of 1.5m2. b. They should discharge into a vertical smoke shaft, closed at the base, that meets all of the following criteria. i. The shaft should conform to the following conditions. • Have a minimum cross-sectional area of 1.5m2 (minimum dimension 0.85m in any direction). horizontally. • Extend a minimum of 2.5m above the ceiling of the highest storey served by the shaft. ii. The free area of all the following vents should be a minimum of 1m2 in the following places. • From the corridor or lobby into the shaft. • At the opening at the head of the shaft. • At all internal locations within the shaft (e.g. safety grilles). iii. The smoke shaft should be constructed from a class A1 material. All vents should either be a fire doorset (see Appendix C, Table C1, item 2.e for minimum fire resistance) or fitted to operate as described below. The shaft should be vertical from base to head, with a maximum of 4m at a maximum inclined angle of 30 degrees. iv. If smoke is detected in the common corridor or lobby, both of the following should occur. • Simultaneous opening of vents on the storey where the fire is located, at the top of the smoke shaft and to the stair. • Vents from the corridors or lobbies on all other storeys should remain closed, even if smoke is subsequently detected on storeys other than where the fire is located.","Smoke vents should comply with one of the following. a. They should be located on an external wall with minimum free area of 1.5m2. b. They should discharge into a vertical smoke shaft, closed at the base, that meets all of the following criteria. i. The shaft should conform to the following conditions. • Have a minimum cross-sectional area of 1.5m2 (minimum dimension 0.85m in any direction). horizontally. • Extend a minimum of 2.5m above the ceiling of the highest storey served by the shaft. ii. The free area of all the following vents should be a minimum of 1m2 in the following places. • From the corridor or lobby into the shaft. • At the opening at the head of the shaft. • At all internal locations within the shaft (e.g. safety grilles). iii. The smoke shaft should be constructed from a class A1 material. All vents should either be a fire doorset (see Appendix C, Table C1, item 2.e for minimum fire resistance) or fitted to operate as described below. The shaft should be vertical from base to head, with a maximum of 4m at a maximum inclined angle of 30 degrees. iv. If smoke is detected in the common corridor or lobby, both of the following should occur. • Simultaneous opening of vents on the storey where the fire is located, at the top of the smoke shaft and to the stair. • Vents from the corridors or lobbies on all other storeys should remain closed, even if smoke is subsequently detected on storeys other than where the fire is located.",unchanged,
3.52,3.52,unchanged,1.0,exact_number+difflib,A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.,A vent to the outside with a minimum free area of 1m2 should be provided from the top storey of the stair.,unchanged,
3.53,3.53,unchanged,1.0,exact_number+difflib,"In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts. In buildings with more than one stair, smoke vents may be activated manually. The control system should open the vent at the head of the stair before, or at the same time as, the vent on the storey where the fire is located. Smoke detection is not required for ventilation purposes in this instance.","In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts. In buildings with more than one stair, smoke vents may be activated manually. The control system should open the vent at the head of the stair before, or at the same time as, the vent on the storey where the fire is located. Smoke detection is not required for ventilation purposes in this instance.",unchanged,
3.54,3.54,unchanged,1.0,exact_number+difflib,Guidance on the design of smoke control systems that use pressure differentials is available in BS EN 12101-6.,Guidance on the design of smoke control systems that use pressure differentials is available in BS EN 12101-6.,,
3.55,3.55,unchanged,1.0,exact_number+difflib,"Refuse storage chambers, refuse chutes and refuse hoppers should be sited and constructed in accordance with BS 5906.","Refuse storage chambers, refuse chutes and refuse hoppers should be sited and constructed in accordance with BS 5906.",unchanged,
3.56,3.56,unchanged,1.0,exact_number+difflib,Refuse chutes and rooms for storing refuse should meet both of the following conditions. a. Be separated from other parts of the building by fire resisting construction (minimum REI 30 in buildings with a top storey up to 5m above ground level; otherwise REI 60). b. Not be situated within a protected stairway or protected lobby.,Refuse chutes and rooms for storing refuse should meet both of the following conditions. a. Be separated from other parts of the building by fire resisting construction (minimum REI 30 in buildings with a top storey up to 5m above ground level; otherwise REI 60). b. Not be situated within a protected stairway or protected lobby.,,
3.57,3.57,unchanged,1.0,exact_number+difflib,The approach to rooms containing refuse chutes or for storing refuse should comply with one of the following conditions. a. Be directly from the open air. b. Be through a protected lobby with a minimum of 0.2m2 of permanent ventilation.,The approach to rooms containing refuse chutes or for storing refuse should comply with one of the following conditions. a. Be directly from the open air. b. Be through a protected lobby with a minimum of 0.2m2 of permanent ventilation.,,
3.58,3.58,unchanged,1.0,exact_number+difflib,Access openings to refuse storage chambers should not be sited in the following areas. a. Next to escape routes or final exits. b. Near the windows of flats.,Access openings to refuse storage chambers should not be sited in the following areas. a. Next to escape routes or final exits. b. Near the windows of flats.,,
3.59,3.59,unchanged,1.0,exact_number+difflib,A building should provide access to more than one common stair if it does not meet the criteria for a single common stair (see paragraph 3.26 and 3.27).,A building should provide access to more than one common stair if it does not meet the criteria for a single common stair (see paragraph 3.26 and 3.27).,,
3.60,3.60,unchanged,1.0,exact_number+difflib,"A stair of acceptable width for everyday use will be sufficient for escape purposes. If it is also a firefighting stair, it should be at least 1100mm wide. The width is the clear width between the walls or balustrades. Any handrails and strings intruding into that width by a maximum of 100mm on each side may be ignored.","A stair of acceptable width for everyday use will be sufficient for escape purposes. If it is also a firefighting stair, it should be at least 1100mm wide. The width is the clear width between the walls or balustrades. Any handrails and strings intruding into that width by a maximum of 100mm on each side may be ignored.",unchanged,
3.61,3.61,unchanged,1.0,exact_number+difflib,"Section 7 provides guidance on avoiding the spread of fire between storeys. For a stair that is also a firefighting stair, guidance in Section 15 should be followed.","Section 7 provides guidance on avoiding the spread of fire between storeys. For a stair that is also a firefighting stair, guidance in Section 15 should be followed.",,
3.62,3.62,unchanged,1.0,exact_number+difflib,"Every common stair should be a protected stairway, within a fire resisting enclosure (minimum REI 30).","Every common stair should be a protected stairway, within a fire resisting enclosure (minimum REI 30).",,
3.63,3.63,unchanged,1.0,exact_number+difflib,"With some configurations of external wall, a fire in one part of a building could subject the external wall of a protected stairway to heat (for example, where the two are adjacent at an internal angle in the façade, as shown in Diagram 3.10).","With some configurations of external wall, a fire in one part of a building could subject the external wall of a protected stairway to heat (for example, where the two are adjacent at an internal angle in the façade, as shown in Diagram 3.10).",,
3.64,3.64,unchanged,1.0,exact_number+difflib,"If a protected stairway projects beyond, is recessed from or is in an internal angle of the adjoining external wall of the building, then the minimum distance between an unprotected area of the building enclosure and an unprotected area of the stair enclosure should be 1800mm.","If a protected stairway projects beyond, is recessed from or is in an internal angle of the adjoining external wall of the building, then the minimum distance between an unprotected area of the building enclosure and an unprotected area of the stair enclosure should be 1800mm.",,
3.65,3.65,unchanged,1.0,exact_number+difflib,Flats may be served by an external stair if the provisions in paragraphs 3.66 to 3.69 are followed.,Flats may be served by an external stair if the provisions in paragraphs 3.66 to 3.69 are followed.,,
3.66,3.66,unchanged,1.0,exact_number+difflib,"Where a storey (or part of a building) is served by a single access stair, that stair may be external provided both of the following conditions are met. a. The stair serves a floor not more than 6m above the ground level. b. The stair meets the provisions in paragraph 3.62.","Where a storey (or part of a building) is served by a single access stair, that stair may be external provided both of the following conditions are met. a. The stair serves a floor not more than 6m above the ground level. b. The stair meets the provisions in paragraph 3.62.",unchanged,
3.67,3.67,unchanged,1.0,exact_number+difflib,"Where more than one escape route is available from a storey (or part of a building), then some of the escape routes from that storey or part of the building may be by way of an external stair provided all of the following conditions are met: a. There is a at least one internal escape stair from every part of each storey (excluding plant areas). b. The stair serves a floor not more than 6m above either the ground level or a roof podium which is itself served by an independent protected stairway. c. The stair meets the provisions in paragraph 3.68. EXAMPLE a. EXAMPLE b.","Where more than one escape route is available from a storey (or part of a building), then some of the escape routes from that storey or part of the building may be by way of an external stair provided all of the following conditions are met: a. There is a at least one internal escape stair from every part of each storey (excluding plant areas). b. The stair serves a floor not more than 6m above either the ground level or a roof podium which is itself served by an independent protected stairway. c. The stair meets the provisions in paragraph 3.68. EXAMPLE a. EXAMPLE b.",,
3.68,3.68,unchanged,1.0,exact_number+difflib,"Any external escape stair should meet all of the following conditions (Diagram 3.11). a. Doors to the stair should be fire resisting (minimum E 30) and be fitted with a self-closing device, except for a single exit door from the building to the top landing of a downward- leading external stair, provided it is the only door onto the landing. b. Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair. i. 1800mm above and horizontally. ii. 9m vertically below. iii. 1100mm above the top landing of the stair (except where the stair leads from basement to ground level). c. Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety. This does not apply if there are alternative escape routes from the foot of the external escape stair. d. Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity but not insulation) (minimum E 30). e. Stairs more than 6m in height above ground level (e.g. where they are provided above a podium) should be protected from adverse weather. Protection should prevent the build-up of snow or ice but does not require full enclosure.","Any external escape stair should meet all of the following conditions (Diagram 3.11). a. Doors to the stair should be fire resisting (minimum E 30) and be fitted with a self-closing device, except for a single exit door from the building to the top landing of a downward- leading external stair, provided it is the only door onto the landing. b. Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair. i. 1800mm above and horizontally. ii. 9m vertically below. iii. 1100mm above the top landing of the stair (except where the stair leads from basement to ground level). c. Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety. This does not apply if there are alternative escape routes from the foot of the external escape stair. d. Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity but not insulation) (minimum E 30). e. Stairs more than 6m in height above ground level (e.g. where they are provided above a podium) should be protected from adverse weather. Protection should prevent the build-up of snow or ice but does not require full enclosure.",,
3.69,3.69,unchanged,1.0,exact_number+difflib,"Access to an external escape stair may be via a flat roof, provided the flat roof meets the requirements of paragraph 3.30.","Access to an external escape stair may be via a flat roof, provided the flat roof meets the requirements of paragraph 3.30.",,
3.70,3.70,unchanged,1.0,exact_number+difflib,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate.,The construction separating two adjacent protected stairways (or exit passageways leading to different final exits) should be imperforate.,,
3.71,3.71,unchanged,1.0,exact_number+difflib,"If a building does not meet the criteria of paragraph 3.28, an escape stair forming part of the only escape route from an upper storey should not continue down to serve a basement storey. The basement storey should be served by a separate escape stair.","If a building does not meet the criteria of paragraph 3.28, an escape stair forming part of the only escape route from an upper storey should not continue down to serve a basement storey. The basement storey should be served by a separate escape stair.",,
3.72,3.72,unchanged,1.0,exact_number+difflib,"Where multiple escape stairs serve the upper storeys, only one needs to end at ground level. Other stairs may connect with the basement storeys if there is a protected lobby or a protected corridor between the stairs and accommodation at each basement level.","Where multiple escape stairs serve the upper storeys, only one needs to end at ground level. Other stairs may connect with the basement storeys if there is a protected lobby or a protected corridor between the stairs and accommodation at each basement level.",,
3.73,3.73,unchanged,1.0,exact_number+difflib,"Except in buildings described in paragraph 3.28, common stairs forming part of the only escape route from a flat should not serve any of the following. a. Covered car park. b. Boiler room. c. Fuel storage space. d. Other ancillary accommodation of similar fire risk.","Except in buildings described in paragraph 3.28, common stairs forming part of the only escape route from a flat should not serve any of the following. a. Covered car park. b. Boiler room. c. Fuel storage space. d. Other ancillary accommodation of similar fire risk.",,
3.74,3.74,unchanged,1.0,exact_number+difflib,"Where a common stair is not part of the only escape route from a flat, it may also serve ancillary accommodation from which it is separated by a protected lobby or protected corridor (minimum REI 30).","Where a common stair is not part of the only escape route from a flat, it may also serve ancillary accommodation from which it is separated by a protected lobby or protected corridor (minimum REI 30).",,
3.75,3.75,unchanged,1.0,exact_number+difflib,"Where a stair serves an enclosed car park or place of special fire hazard, the lobby or corridor should have a minimum 0.4m2 of permanent ventilation or be protected from the ingress of smoke by a mechanical smoke control system. NOTE: For refuse chutes and storage see paragraphs 3.55 to 3.58.","Where a stair serves an enclosed car park or place of special fire hazard, the lobby or corridor should have a minimum 0.4m2 of permanent ventilation or be protected from the ingress of smoke by a mechanical smoke control system. NOTE: For refuse chutes and storage see paragraphs 3.55 to 3.58.",,
3.76,3.76,unchanged,1.0,exact_number+difflib,"In buildings with a maximum of three storeys above the ground storey, stairs may serve both flats and other occupancies, provided that the stairs are separated from each occupancy by protected lobbies (minimum REI 30) at each storey.","In buildings with a maximum of three storeys above the ground storey, stairs may serve both flats and other occupancies, provided that the stairs are separated from each occupancy by protected lobbies (minimum REI 30) at each storey.",,
3.77,3.77,unchanged,1.0,exact_number+difflib,"In buildings with more than three storeys above the ground storey, stairs may serve the flats and other occupancies if all of the following apply. a. The flat is ancillary to the main use of the building. b. The flat has an independent alternative escape route. c. The stair is separated from occupancies on lower storeys by a protected lobby (minimum REI 30) at each of those storeys. d. The stair enclosure has at least the same standard of fire resistance as the structural elements of the building (see Appendix B, Table B4); if the stair is a firefighting stair, it should comply with the provisions in Section 15 (see also paragraph 3.60). e. Any automatic fire detection and alarm system fitted in the main part of the building also covers all flats. f. Any security measures in any parts of the building do not prevent escape at all material times.","In buildings with more than three storeys above the ground storey, stairs may serve the flats and other occupancies if all of the following apply. a. The flat is ancillary to the main use of the building. b. The flat has an independent alternative escape route. c. The stair is separated from occupancies on lower storeys by a protected lobby (minimum REI 30) at each of those storeys. d. The stair enclosure has at least the same standard of fire resistance as the structural elements of the building (see Appendix B, Table B4); if the stair is a firefighting stair, it should comply with the provisions in Section 15 (see also paragraph 3.60). e. Any automatic fire detection and alarm system fitted in the main part of the building also covers all flats. f. Any security measures in any parts of the building do not prevent escape at all material times.",,
3.78,3.78,unchanged,1.0,exact_number+difflib,"A protected stairway should not be used for anything else, except a lift well or electricity meters.","A protected stairway should not be used for anything else, except a lift well or electricity meters.",,
3.79,3.79,unchanged,1.0,exact_number+difflib,"In single stair buildings, electricity meters should be in securely locked cupboards. Cupboards should be separated from the escape route by fire resisting construction.","In single stair buildings, electricity meters should be in securely locked cupboards. Cupboards should be separated from the escape route by fire resisting construction.",,
3.80,3.80,unchanged,1.0,exact_number+difflib,"Gas service and installation pipes and meters should not be within a protected stairway, unless installed in accordance with the Pipelines Safety Regulations 1996 and the Gas Safety (Installation and Use) Regulations 1998.","Gas service and installation pipes and meters should not be within a protected stairway, unless installed in accordance with the Pipelines Safety Regulations 1996 and the Gas Safety (Installation and Use) Regulations 1998.",,
3.81,3.81,unchanged,1.0,exact_number+difflib,"Every protected stairway should lead to a final exit, either directly or via a protected exit passageway. Any protected exit corridor or stair should have the same standard of fire resistance and lobby protection as the stair it serves.","Every protected stairway should lead to a final exit, either directly or via a protected exit passageway. Any protected exit corridor or stair should have the same standard of fire resistance and lobby protection as the stair it serves.",unchanged,
3.82,3.82,unchanged,1.0,exact_number+difflib,"The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations. a. If the escape stair is the only stair in a building with more than three storeys. b. If the escape stair is within a basement storey. c. If the escape stair serves any storey that has a floor level more than 18m above ground or access level. d. If the escape stair is an external escape stair, except where the stair connects the ground storey or ground level with a floor or flat roof a maximum of 6m above or below ground level. e. If the escape stair is a firefighting stair. Materials achieving class B-s3, d2 or worse may be added to the top horizontal surface, except on firefighting stairs.","The flights and landings of escape stairs should be constructed of materials achieving class A2-s3, d2 or better in all of the following situations. a. If the escape stair is the only stair in a building with more than three storeys. b. If the escape stair is within a basement storey. c. If the escape stair serves any storey that has a floor level more than 18m above ground or access level. d. If the escape stair is an external escape stair, except where the stair connects the ground storey or ground level with a floor or flat roof a maximum of 6m above or below ground level. e. If the escape stair is a firefighting stair. Materials achieving class B-s3, d2 or worse may be added to the top horizontal surface, except on firefighting stairs.",,
3.83,3.83,unchanged,1.0,exact_number+difflib,Further guidance on the construction of firefighting stairs is given in Section 15 (see also paragraph 3.60). Dimensional constraints on the design of stairs are given in Approved Document K.,Further guidance on the construction of firefighting stairs is given in Section 15 (see also paragraph 3.60). Dimensional constraints on the design of stairs are given in Approved Document K.,unchanged,
3.84,3.84,unchanged,1.0,exact_number+difflib,"Single steps on escape routes should be prominently marked. A single step on the line of a doorway is acceptable, subject to paragraph 3.107.","Single steps on escape routes should be prominently marked. A single step on the line of a doorway is acceptable, subject to paragraph 3.107.",,
3.85,3.85,unchanged,1.0,exact_number+difflib,"Fixed ladders should not be provided as a means of escape for members of the public. They should only be provided where a conventional stair is impractical, such as for access to plant rooms which are not normally occupied.","Fixed ladders should not be provided as a means of escape for members of the public. They should only be provided where a conventional stair is impractical, such as for access to plant rooms which are not normally occupied.",,
3.86,3.86,unchanged,1.0,exact_number+difflib,"Helical stairs and spiral stairs may form part of an escape route provided they are designed in accordance with BS 5395-2. If they are intended to serve members of the public, stairs should be type E (public) stairs.","Helical stairs and spiral stairs may form part of an escape route provided they are designed in accordance with BS 5395-2. If they are intended to serve members of the public, stairs should be type E (public) stairs.",,
3.87,3.87,unchanged,1.0,exact_number+difflib,Fire resistance test criteria are set out in Appendix C. Standards of performance are summarised in Table C1.,Fire resistance test criteria are set out in Appendix C. Standards of performance are summarised in Table C1.,,
3.88,3.88,unchanged,1.0,exact_number+difflib,"If glazed elements in fire resisting enclosures and doors can only meet the required integrity performance, their use is limited. These limitations depend on whether the enclosure forms part of a protected shaft (see Section 7) and the provisions set out in Appendix B, Table B5. If both integrity and insulation performance can be met, there is no restriction in this document on the use or amount of glass.","If glazed elements in fire resisting enclosures and doors can only meet the required integrity performance, their use is limited. These limitations depend on whether the enclosure forms part of a protected shaft (see Section 7) and the provisions set out in Appendix B, Table B5. If both integrity and insulation performance can be met, there is no restriction in this document on the use or amount of glass.",,
3.89,3.89,unchanged,1.0,exact_number+difflib,"Glazed elements should also comply with the following, where necessary. a. If the enclosure forms part of a protected shaft: Section 7. b. Appendix B, Table B5. c. Guidance on the safety of glazing: Approved Document K.","Glazed elements should also comply with the following, where necessary. a. If the enclosure forms part of a protected shaft: Section 7. b. Appendix B, Table B5. c. Guidance on the safety of glazing: Approved Document K.",,
3.90,3.90,unchanged,1.0,exact_number+difflib,Doors should be readily openable to avoid undue delay to people escaping. Doors on escape routes (both within and from the building) should comply with paragraphs 3.91 to 3.98. Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C. NOTE: Paragraphs 3.91 to 3.98 do not apply to flat entrance doors.,Doors should be readily openable to avoid undue delay to people escaping. Doors on escape routes (both within and from the building) should comply with paragraphs 3.91 to 3.98. Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C. NOTE: Paragraphs 3.91 to 3.98 do not apply to flat entrance doors.,,
3.91,3.91,unchanged,1.0,exact_number+difflib,"In general, doors on escape routes (whether or not the doors are fire doorsets) should be either of the following. a. Not fitted with a lock, latch or bolt fastenings. b. Fitted only with simple fastenings that are all of the following. i. Easy to operate; it should be apparent how to undo the fastening. ii. Operable from the side approached by people escaping. iii. Operable without a key. iv. Operable without requiring people to manipulate more than one mechanism. Doors may be fitted with hardware to allow them to be locked when rooms are empty. If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping.","In general, doors on escape routes (whether or not the doors are fire doorsets) should be either of the following. a. Not fitted with a lock, latch or bolt fastenings. b. Fitted only with simple fastenings that are all of the following. i. Easy to operate; it should be apparent how to undo the fastening. ii. Operable from the side approached by people escaping. iii. Operable without a key. iv. Operable without requiring people to manipulate more than one mechanism. Doors may be fitted with hardware to allow them to be locked when rooms are empty. If a secure door is operated by code or combination keypad, swipe or proximity card, biometric data, etc., a security mechanism override should be possible from the side approached by people escaping.",,
3.92,3.92,unchanged,1.0,exact_number+difflib,"Electrically powered locks should return to the unlocked position in all of the following situations. a. If the fire detection and alarm system operates. b. If there is loss of power or system error. c. If the security mechanism override is activated. Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 7273-4. The call point should be positioned on the side approached by people escaping. If the door provides escape in either direction, a call point should be installed on both sides of the door.","Electrically powered locks should return to the unlocked position in all of the following situations. a. If the fire detection and alarm system operates. b. If there is loss of power or system error. c. If the security mechanism override is activated. Security mechanism overrides for electrically powered locks should be a Type A call point, as described in BS 7273-4. The call point should be positioned on the side approached by people escaping. If the door provides escape in either direction, a call point should be installed on both sides of the door.",,
3.93,3.93,unchanged,1.0,exact_number+difflib,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C.,Guidance on door closing and ‘hold open’ devices for fire doorsets is set out in Appendix C.,,
3.94,3.94,unchanged,1.0,exact_number+difflib,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable. It should always be hung to open in the direction of escape if more than 60 people might be expected to use it during a fire.,The door of any doorway or exit should be hung to open in the direction of escape whenever reasonably practicable. It should always be hung to open in the direction of escape if more than 60 people might be expected to use it during a fire.,,
3.95,3.95,unchanged,1.0,exact_number+difflib,"All doors on escape routes should be hung to meet both of the following conditions. a. Open by a minimum of 90 degrees. b. Open with a swing that complies with both of the following. i. Is clear of any change of floor level, other than a threshold or single step on the line of the doorway. ii. Does not reduce the effective width of any escape route across a landing.","All doors on escape routes should be hung to meet both of the following conditions. a. Open by a minimum of 90 degrees. b. Open with a swing that complies with both of the following. i. Is clear of any change of floor level, other than a threshold or single step on the line of the doorway. ii. Does not reduce the effective width of any escape route across a landing.",,
3.96,3.96,unchanged,1.0,exact_number+difflib,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width.,Any door opening towards a corridor or a stair should be recessed to prevent its swing encroaching on the effective width.,,
3.97,3.97,unchanged,1.0,exact_number+difflib,Doors should contain vision panels in both of the following situations. a. Where doors on escape routes divide corridors. b. Where doors are hung to swing both ways. Approved Document M contains guidance about vision panels in doors across accessible corridors and Approved Document K contains guidance about the safety of glazing.,Doors should contain vision panels in both of the following situations. a. Where doors on escape routes divide corridors. b. Where doors are hung to swing both ways. Approved Document M contains guidance about vision panels in doors across accessible corridors and Approved Document K contains guidance about the safety of glazing.,,
3.98,3.98,unchanged,1.0,exact_number+difflib,"Where revolving doors, automatic doors and turnstiles are placed across escape routes they should comply with one of the following. a. They are automatic doors of the required width and comply with one of the following conditions. i. Their failsafe system provides outward opening from any open position. ii. They have a monitored failsafe system to open the doors if the mains electricity supply fails. iii. They failsafe to the open position if the power fails. b. Non-automatic swing doors of the required width are provided immediately adjacent to the revolving or automatic door or turnstile.","Where revolving doors, automatic doors and turnstiles are placed across escape routes they should comply with one of the following. a. They are automatic doors of the required width and comply with one of the following conditions. i. Their failsafe system provides outward opening from any open position. ii. They have a monitored failsafe system to open the doors if the mains electricity supply fails. iii. They failsafe to the open position if the power fails. b. Non-automatic swing doors of the required width are provided immediately adjacent to the revolving or automatic door or turnstile.",,
3.99,3.99,unchanged,1.0,exact_number+difflib,Lift wells should comply with one of the following conditions. a. Be sited within the enclosures of a protected stairway. b. Be enclosed with fire resisting construction (minimum REI 30) when in a position that might prejudice the means of escape.,Lift wells should comply with one of the following conditions. a. Be sited within the enclosures of a protected stairway. b. Be enclosed with fire resisting construction (minimum REI 30) when in a position that might prejudice the means of escape.,,
3.100,3.100,unchanged,1.0,exact_number+difflib,A lift well connecting different compartments should form a protected shaft (see Section 7).,A lift well connecting different compartments should form a protected shaft (see Section 7).,,
3.101,3.101,unchanged,1.0,exact_number+difflib,"In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30).","In buildings designed for phased evacuation or progressive horizontal evacuation, if the lift well is not within the enclosures of a protected stairway, its entrance should be separated at every storey by a protected lobby (minimum REI 30).",,
3.102,3.102,unchanged,1.0,exact_number+difflib,"In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway. Otherwise, the lift should be approached only via a protected lobby or protected corridor (minimum REI 30).","In basements and enclosed car parks, the lift should be within the enclosure of a protected stairway. Otherwise, the lift should be approached only via a protected lobby or protected corridor (minimum REI 30).",,
3.103,3.103,unchanged,1.0,exact_number+difflib,"If a lift delivers into a protected corridor or protected lobby serving sleeping accommodation and also serves a storey containing a high fire risk (such as a kitchen, communal areas, stores, etc.) then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).","If a lift delivers into a protected corridor or protected lobby serving sleeping accommodation and also serves a storey containing a high fire risk (such as a kitchen, communal areas, stores, etc.) then the lift should be separated from the high fire risk area(s) by a protected lobby or protected corridor (minimum REI 30).",,
