old_clause_number,new_clause_number,predicted_change_type,similarity,method,old_text,new_text,gold_change_type,notes
11.4,11.4,unchanged,1.0,exact_number+difflib,The fire resistance of a wall depends on its distance from the relevant boundary (see Diagram 11.1). Separation distances are measured to boundaries to ensure that the location and design of buildings on adjoining sites have no influence on the building under consideration.,The fire resistance of a wall depends on its distance from the relevant boundary (see Diagram 11.1). Separation distances are measured to boundaries to ensure that the location and design of buildings on adjoining sites have no influence on the building under consideration.,modified,
3.53,3.53,unchanged,1.0,exact_number+difflib,"In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts. In buildings with more than one stair, smoke vents may be activated manually. The control system should open the vent at the head of the stair before, or at the same time as, the vent on the storey where the fire is located. Smoke detection is not required for ventilation purposes in this instance. Smoke control of common escape routes by mechanical ventilation","In single stair buildings, smoke vents on the storey where the fire is initiated, and the vent at the head of the stair, should be activated by smoke detectors in the common parts. In buildings with more than one stair, smoke vents may be activated manually. The control system should open the vent at the head of the stair before, or at the same time as, the vent on the storey where the fire is located. Smoke detection is not required for ventilation purposes in this instance. Smoke control of common escape routes by mechanical ventilation",modified,
12.6,12.6,unchanged,1.0,exact_number+difflib,Table 12.3 sets the limitations for using thermoplastic materials with a TP(a) rigid or TP(b) (see also Diagram 12.1) classification. The method of classifying thermoplastic materials is given in Appendix B.,Table 12.3 sets the limitations for using thermoplastic materials with a TP(a) rigid or TP(b) (see also Diagram 12.1) classification. The method of classifying thermoplastic materials is given in Appendix B.,unchanged,
3.21,3.21,unchanged,1.0,exact_number+difflib,"When multi-storey flats do not have their own external entrance at ground level, adopt one of the following approaches. a. Approach 1 – provide at least one alternative exit from each habitable room that is not on the entrance storey of the flat (Diagram 3.5 and paragraph 3.22). b. Approach 2 – provide at least one alternative exit from each storey that is not the entrance storey of the flat. All habitable rooms should have direct access to a protected landing (Diagram","When multi-storey flats do not have their own external entrance at ground level, adopt one of the following approaches. a. Approach 1 – provide at least one alternative exit from each habitable room that is not on the entrance storey of the flat (Diagram 3.5 and paragraph 3.22). b. Approach 2 – provide at least one alternative exit from each storey that is not the entrance storey of the flat. All habitable rooms should have direct access to a protected landing (Diagram",unchanged,
16.14,16.14,modified,0.954,exact_number+difflib,"Natural smoke outlet shafts should be separated from each other using construction of class A1 rating and fire resistance at least equal to that of the storeys they serve, where the shafts are either of the following. a. From different compartments of the same basement storey. b. From different basement storeys. 108 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N R38 Regulation 38: Fire safety information This section deals with the following regulation of the Building Regulations 2010. Fire safety information 38. (1) This regulation applies where building work— (a) consists of or includes the erection or extension of a relevant building; or (b) is carried out in connection with a relevant change of use of a building, and Part B of Schedule 1 imposes a requirement in relation to the work. (2) The person carrying out the work shall give fire safety information to the responsible person not later than the date of completion of the work, or the date of occupation of the building or extension, whichever is the earlier. (3) In this regulation— (a) “fire safety information” means information relating to the design and construction of the building or extension, and the services, fittings and equipment provided in or in connection with the building or extension which will assist the responsible person to operate and maintain the building or extension with reasonable safety; (b) a “relevant building” is a building to which the Regulatory Reform (Fire Safety) Order 2005 applies, or will apply after the completion of building work; (c) a “relevant change of use” is a material change of use where, after the change of use takes place, the Regulatory Reform (Fire Safety) Order 2005 will apply, or continue to apply, to the building; and (d) “responsible person” has the meaning given by article 3 of the Regulatory Reform (Fire Safety) Order 2005. Intention The aim of this regulation is to ensure that the person responsible for the building has sufficient information relating to fire safety to enable them to manage the building effectively. The aim of regulation 38 will be achieved when the person responsible for the building has all the information to enable them to do all of the following. a. Understand and implement the fire safety strategy of the building. b. Maintain any fire safety system provided in the building. c. Carry out an effective fire risk assessment of the building. 109 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N R38 O N L I N E V E R S I O N","Natural smoke outlet shafts should be separated from each other using construction of class A1 rating and fire resistance at least equal to that of the storeys they serve, where the shafts are either of the following. a. From different compartments of the same basement storey. b. From different basement storeys. 109 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N R38 O N L I N E V E R S I O N Regulation 38: Fire safety information This section deals with the following regulation of the Building Regulations 2010. Fire safety information 38. (1) This regulation applies where building work— (a) consists of or includes the erection or extension of a relevant building; or (b) is carried out in connection with a relevant change of use of a building, and Part B of Schedule 1 imposes a requirement in relation to the work. (2) The person carrying out the work shall give fire safety information to the responsible person not later than the date of completion of the work, or the date of occupation of the building or extension, whichever is the earlier. (3) In this regulation— (a) “fire safety information” means information relating to the design and construction of the building or extension, and the services, fittings and equipment provided in or in connection with the building or extension which will assist the responsible person to operate and maintain the building or extension with reasonable safety; (b) a “relevant building” is a building to which the Regulatory Reform (Fire Safety) Order 2005 applies, or will apply after the completion of building work; (c) a “relevant change of use” is a material change of use where, after the change of use takes place, the Regulatory Reform (Fire Safety) Order 2005 will apply, or continue to apply, to the building; and (d) “responsible person” has the meaning given by article 3 of the Regulatory Reform (Fire Safety) Order 2005. Intention The aim of this regulation is to ensure that the person responsible for the building has sufficient information relating to fire safety to enable them to manage the building effectively. The aim of regulation 38 will be achieved when the person responsible for the building has all the information to enable them to do all of the following. a. Understand and implement the fire safety strategy of the building. b. Maintain any fire safety system provided in the building. c. Carry out an effective fire risk assessment of the building. 110 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N R38",modified,new clause inserted before Regulation 38; page number also changes
,15.15,added,0.0,no_candidate,,"The wording used on each floor identification sign should take the form Floor X, with X designating the number of the storey, as intended for reference by residents. The floor number designations should meet all of the following conditions. a. The floor closest to the mean ground level (see Diagram D4) should be designated as either Floor 0 or Ground Floor. b. Each floor above the ground floor should be numbered sequentially beginning with Floor 1. c. A lower ground floor should be designated as either Floor –1 or Lower Ground Floor. d. Each floor below the ground floor should be numbered sequentially beginning with Floor –1 or Basement 1.",added,
3.42,3.42,unchanged,1.0,exact_number+difflib,"In addition, escape lighting should be provided to all of the following. a. Toilet accommodation with a minimum floor area of 8m2. b. Electricity and generator rooms. c. Switch room/battery room for emergency lighting system. d. Emergency control rooms.","In addition, escape lighting should be provided to all of the following. a. Toilet accommodation with a minimum floor area of 8m2. b. Electricity and generator rooms. c. Switch room/battery room for emergency lighting system. d. Emergency control rooms.",unchanged,
9.26,9.26,unchanged,1.0,exact_number+difflib,"Proprietary, tested fire-stopping and sealing systems are available and may be used. Different materials suit different situations and not all are suitable in every situation.","Proprietary, tested fire-stopping and sealing systems are available and may be used. Different materials suit different situations and not all are suitable in every situation.",unchanged,
15.10,15.10,unchanged,1.0,exact_number+difflib,All firefighting shafts should have fire mains with outlet connections and valves at every storey.,All firefighting shafts should have fire mains with outlet connections and valves at every storey.,unchanged,
6.5,6.5,unchanged,1.0,exact_number+difflib,"Where an existing dwellinghouse or other building is converted into flats, a review of the existing construction should be carried out. Retained timber floors may make it difficult to meet the relevant provisions for fire resistance.","Where an existing dwellinghouse or other building is converted into flats, a review of the existing construction should be carried out. Retained timber floors may make it difficult to meet the relevant provisions for fire resistance.",unchanged,
3.66,3.66,unchanged,1.0,exact_number+difflib,"Where a storey (or part of a building) is served by a single access stair, that stair may be external provided both of the following conditions are met. a. The stair serves a floor not more than 6m above the ground level. b. The stair meets the provisions in paragraph 3.62.","Where a storey (or part of a building) is served by a single access stair, that stair may be external provided both of the following conditions are met. a. The stair serves a floor not more than 6m above the ground level. b. The stair meets the provisions in paragraph 3.62.",unchanged,
10.5,10.5,unchanged,1.0,exact_number+difflib,"The external surfaces (i.e. outermost external material) of external walls should comply with the provisions in Table 10.1. The provisions in Table 10.1 apply to each wall individually in relation to its proximity to the relevant boundary. 79 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B4 O N L I N E V E R S I O N Table 10.1 Reaction to fire performance of external surface of walls Building type Building height Less than 1000mm from the 1000mm or more from the relevant relevant boundary boundary ‘Relevant buildings’ as defined in Class A2-s1, d0(1) or better Class A2-s1, d0(1) or better regulation 7(4) (see paragraph 10.10) Assembly and More than 18m Class B-s3, d2(2) or better From ground level to 18m: class C-s3, d2(3) recreation or better From 18m in height and above: class B-s3, d2(2) or better 18m or less Class B-s3, d2(2) or better Up to 10m above ground level: class C-s3, d2(3) or better Up to 10m above a roof or any part of the building to which the public have access: class C-s3, d2(3) or better(4) From 10m in height and above: no minimum performance Any other building More than 18m Class B-s3, d2(2) or better From ground level to 18m: class C-s3, d2(3) or better From 18m in height and above: class B-s3, d2(2) or better 18m or less Class B-s3, d2(2) or better No provisions NOTES: In addition to the requirements within this table, buildings with a top occupied storey above 18m should also meet the provisions of paragraph 10.6. In all cases, the advice in paragraph 10.4 should be followed. 1. The restrictions for these buildings apply to all the materials used in the external wall and specified attachments (see paragraphs 10.9 to 10.12 for further guidance). 2. Profiled or flat steel sheet at least 0.5 mm thick with an organic coating of no more than 0.2mm thickness is also acceptable. 3. Timber cladding at least 9mm thick is also acceptable. 4. 10m is measured from the top surface of the roof. Materials and products","The external surfaces (i.e. outermost external material) of external walls should comply with the provisions in Table 10.1. The provisions in Table 10.1 apply to each wall individually in relation to its proximity to the relevant boundary. 79 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B4 O N L I N E V E R S I O N Table 10.1 Reaction to fire performance of external surface of walls Building type Building height Less than 1000mm from the 1000mm or more from the relevant relevant boundary boundary ‘Relevant buildings’ as defined in Class A2-s1, d0(1) or better Class A2-s1, d0(1) or better regulation 7(4) (see paragraph 10.10) Assembly and More than 18m Class B-s3, d2(2) or better From ground level to 18m: class C-s3, d2(3) recreation or better From 18m in height and above: class B-s3, d2(2) or better 18m or less Class B-s3, d2(2) or better Up to 10m above ground level: class C-s3, d2(3) or better Up to 10m above a roof or any part of the building to which the public have access: class C-s3, d2(3) or better(4) From 10m in height and above: no minimum performance Any other building More than 18m Class B-s3, d2(2) or better From ground level to 18m: class C-s3, d2(3) or better From 18m in height and above: class B-s3, d2(2) or better 18m or less Class B-s3, d2(2) or better No provisions NOTES: In addition to the requirements within this table, buildings with a top occupied storey above 18m should also meet the provisions of paragraph 10.6. In all cases, the advice in paragraph 10.4 should be followed. 1. The restrictions for these buildings apply to all the materials used in the external wall and specified attachments (see paragraphs 10.9 to 10.12 for further guidance). 2. Profiled or flat steel sheet at least 0.5 mm thick with an organic coating of no more than 0.2mm thickness is also acceptable. 3. Timber cladding at least 9mm thick is also acceptable. 4. 10m is measured from the top surface of the roof. Materials and products",unchanged,
17.4,17.4,modified,0.907,exact_number+difflib,"Details should be provided of all of the following. a. Specifications of fire safety equipment provided, including routine maintenance schedules. b. Any assumptions regarding the management of the building in the design of the fire safety arrangements. c. Any provision enabling the evacuation of disabled people, which can be used when designing personal emergency evacuation plans. 110 Approved Document B Volume 1, 2019 edition Building Regulations 2010 O N L I N E V E R S I O N O N L I N E V E R S I O N R38 Additional information for complex buildings","Details should be provided of all of the following. a. Specifications of fire safety equipment provided, including routine maintenance schedules. b. Any assumptions regarding the management of the building in the design of the fire safety arrangements. c. Any provision enabling the evacuation of disabled people, which can be used when designing personal emergency evacuation plans. 111 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N R38 O N L I N E V E R S I O N Additional information for complex buildings",modified,page number changed: 110 -> 111
2.11,2.11,unchanged,1.0,exact_number+difflib,"An inner room is permitted when it is one of the following. a. A kitchen. b. A laundry or utility room. c. A dressing room. d. A bathroom, WC or shower room. e. Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 2.10. f. A gallery that complies with paragraph 2.15. 15 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N","An inner room is permitted when it is one of the following. a. A kitchen. b. A laundry or utility room. c. A dressing room. d. A bathroom, WC or shower room. e. Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 2.10. f. A gallery that complies with paragraph 2.15. 15 Building Regulations 2010 Approved Document B Volume 1, 2019 edition O N L I N E V E R S I O N B1 O N L I N E V E R S I O N",unchanged,
